Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Age_group
25,No,Travel_Rarely,Sales,26,1,Medical,1,3.0,Female,3,2,Sales Executive,4.0,Single,6180,1.0,Y,23,4,80,0,6.0,5,2.0,6,1,4,21-30
45,No,Travel_Rarely,Sales,2,2,Technical Degree,1,2.0,Male,1,2,Sales Representative,3.0,Single,6632,0.0,Y,13,3,80,0,9.0,3,3.0,8,3,1,41-50
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,1.0,Male,4,1,Research Scientist,3.0,Single,3505,1.0,Y,18,3,80,0,2.0,3,3.0,2,0,2,21-30
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,1,2.0,Female,4,2,Sales Executive,3.0,Single,6397,4.0,Y,12,3,80,0,8.0,2,3.0,5,1,3,41-50
34,No,Travel_Rarely,Sales,2,3,Other,1,4.0,Male,3,2,Sales Executive,4.0,Single,6274,1.0,Y,22,4,80,0,6.0,5,3.0,6,1,4,31-40
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,4.0,Male,3,5,Manager,1.0,Married,19859,5.0,Y,13,3,80,1,24.0,2,3.0,5,1,4,51-60
36,No,Non-Travel,Sales,8,4,Life Sciences,1,1.0,Male,2,3,Sales Executive,1.0,Single,7587,1.0,Y,15,3,80,0,10.0,1,3.0,10,0,9,31-40
52,No,Non-Travel,Research & Development,19,4,Medical,1,4.0,Male,3,1,Research Scientist,4.0,Married,4258,0.0,Y,18,3,80,1,5.0,3,3.0,4,1,2,51-60
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1.0,Female,1,1,Laboratory Technician,4.0,Divorced,4364,3.0,Y,14,3,80,1,5.0,2,3.0,2,2,0,21-30
29,No,Travel_Rarely,Research & Development,27,3,Medical,1,2.0,Female,3,2,Healthcare Representative,3.0,Married,4335,4.0,Y,12,3,80,1,11.0,3,2.0,8,1,1,21-30
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,1,4.0,Male,2,2,Sales Executive,1.0,Single,5326,6.0,Y,17,3,80,0,6.0,2,2.0,4,1,2,21-30
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2.0,Female,4,1,Research Scientist,4.0,Single,3280,2.0,Y,16,3,80,0,10.0,2,3.0,4,1,3,31-40
54,No,Travel_Rarely,Research & Development,19,4,Medical,1,4.0,Female,3,2,Manufacturing Director,1.0,Divorced,5485,9.0,Y,11,3,80,2,9.0,4,3.0,5,1,4,51-60
27,No,Travel_Frequently,Sales,8,1,Marketing,1,3.0,Male,3,2,Sales Executive,4.0,Married,4342,0.0,Y,19,3,80,1,5.0,3,3.0,4,1,1,21-30
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,4.0,Female,3,1,Research Scientist,1.0,Divorced,2782,0.0,Y,13,3,80,2,6.0,3,2.0,5,4,3,31-40
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,1.0,Female,4,2,Manufacturing Director,1.0,Single,5980,6.0,Y,12,3,80,0,17.0,2,3.0,15,4,12,31-40
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,3.0,Female,2,1,Research Scientist,1.0,Single,4381,1.0,Y,11,3,80,0,6.0,3,3.0,6,1,3,31-40
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1.0,Female,3,1,Sales Representative,4.0,Married,2572,1.0,Y,16,3,80,1,3.0,1,2.0,3,0,2,31-40
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4.0,Male,1,1,Laboratory Technician,3.0,Married,3833,3.0,Y,21,4,80,2,7.0,2,3.0,2,0,2,21-30
40,No,Travel_Frequently,Research & Development,2,2,Medical,1,3.0,Female,4,2,Healthcare Representative,2.0,Married,4244,1.0,Y,24,4,80,1,8.0,2,3.0,8,3,7,31-40
34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,3.0,Female,3,2,Sales Executive,1.0,Married,6500,5.0,Y,17,3,80,1,6.0,1,3.0,3,1,2,31-40
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,1,2.0,Male,3,5,Manager,4.0,Divorced,18430,1.0,Y,13,3,80,1,24.0,4,2.0,24,14,9,41-50
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3.0,Male,4,1,Laboratory Technician,1.0,Married,1601,1.0,Y,21,4,80,2,1.0,2,3.0,0,0,0,21-30
24,No,Non-Travel,Research & Development,9,3,Life Sciences,1,3.0,Male,2,1,Laboratory Technician,2.0,Divorced,2694,1.0,Y,11,3,80,3,1.0,4,3.0,1,0,0,21-30
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,4.0,Female,3,2,Laboratory Technician,3.0,Married,3149,8.0,Y,20,4,80,1,9.0,3,3.0,5,1,4,51-60
50,No,Travel_Rarely,Research & Development,2,3,Medical,1,3.0,Male,3,4,Research Director,3.0,Married,17639,5.0,Y,16,3,80,0,30.0,3,3.0,4,0,3,41-50
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2.0,Female,2,1,Laboratory Technician,1.0,Married,2319,1.0,Y,11,3,80,1,1.0,1,3.0,1,0,0,21-30
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,3.0,Male,3,3,Research Director,3.0,Married,11691,0.0,Y,11,3,80,0,14.0,3,4.0,13,3,7,31-40
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,1.0,Female,3,2,Sales Executive,1.0,Single,5324,5.0,Y,15,3,80,0,6.0,3,3.0,3,0,2,31-40
47,No,Travel_Rarely,Research & Development,2,2,Other,1,3.0,Female,3,4,Manager,4.0,Married,16752,1.0,Y,11,3,80,1,26.0,3,2.0,26,3,0,41-50
36,No,Travel_Rarely,Research & Development,1,3,Other,1,3.0,Female,3,2,Manufacturing Director,2.0,Married,5228,0.0,Y,15,3,80,1,10.0,2,3.0,9,0,5,31-40
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,1,3.0,Male,4,1,Research Scientist,3.0,Married,2700,1.0,Y,24,4,80,1,10.0,3,3.0,10,0,7,21-30
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4.0,Male,3,5,Research Director,2.0,Single,19246,7.0,Y,12,3,80,0,40.0,2,3.0,31,13,8,51-60
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4.0,Female,4,1,Research Scientist,3.0,Single,2506,3.0,Y,13,3,80,0,7.0,0,3.0,2,2,2,31-40
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4.0,Female,2,2,Manufacturing Director,4.0,Married,6062,9.0,Y,13,3,80,1,8.0,4,3.0,4,0,2,41-50
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,3.0,Male,3,1,Research Scientist,3.0,Single,4382,6.0,Y,17,3,80,0,5.0,3,2.0,2,2,1,21-30
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,3.0,Male,3,1,Human Resources,2.0,Married,2143,4.0,Y,13,3,80,1,8.0,2,3.0,5,0,4,31-40
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3.0,Female,2,2,Manufacturing Director,3.0,Married,6162,1.0,Y,12,3,80,1,14.0,3,3.0,14,6,8,31-40
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,1.0,Male,2,2,Laboratory Technician,3.0,Single,5094,6.0,Y,14,3,80,0,10.0,6,3.0,1,0,0,31-40
30,No,Travel_Rarely,Research & Development,2,3,Medical,1,3.0,Female,2,2,Manufacturing Director,4.0,Single,6877,5.0,Y,24,4,80,0,12.0,4,2.0,0,0,0,21-30
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2.0,Female,2,1,Research Scientist,3.0,Single,2274,1.0,Y,14,3,80,0,1.0,3,3.0,1,0,0,41-50
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2.0,Male,3,2,Manufacturing Director,2.0,Married,4434,1.0,Y,13,3,80,1,10.0,3,2.0,9,7,8,41-50
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,1.0,Male,2,2,Healthcare Representative,1.0,Divorced,6288,2.0,Y,15,3,80,1,13.0,3,2.0,4,1,2,31-40
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,1,3.0,Female,2,1,Research Scientist,4.0,Single,2553,1.0,Y,16,3,80,0,6.0,3,3.0,5,1,3,31-40
49,Yes,Travel_Rarely,Sales,11,3,Marketing,1,3.0,Female,3,3,Sales Executive,4.0,Married,7654,1.0,Y,18,3,80,2,9.0,3,4.0,9,7,7,41-50
55,Yes,Travel_Rarely,Sales,2,1,Medical,1,3.0,Male,3,2,Sales Executive,4.0,Single,5160,4.0,Y,16,3,80,0,12.0,3,2.0,9,7,3,51-60
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,2.0,Male,3,4,Research Director,1.0,Married,17159,6.0,Y,24,4,80,1,22.0,3,3.0,4,1,0,41-50
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,3.0,Male,2,3,Research Director,4.0,Divorced,12808,1.0,Y,16,3,80,1,9.0,3,3.0,9,0,8,21-30
35,No,Travel_Rarely,Research & Development,7,3,Other,1,3.0,Male,3,3,Manufacturing Director,3.0,Single,10221,3.0,Y,21,4,80,0,17.0,3,4.0,8,1,6,31-40
28,No,Travel_Rarely,Sales,2,4,Marketing,1,2.0,Female,3,2,Sales Executive,2.0,Married,4779,1.0,Y,20,4,80,0,8.0,2,3.0,8,7,5,21-30
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,3.0,Male,3,1,Human Resources,4.0,Married,3737,0.0,Y,19,3,80,1,4.0,1,1.0,3,0,2,31-40
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,1,3.0,Female,2,1,Research Scientist,3.0,Married,2366,1.0,Y,14,3,80,1,8.0,2,3.0,8,1,7,21-30
27,No,Non-Travel,Research & Development,3,3,Medical,1,4.0,Male,3,1,Research Scientist,4.0,Married,1706,1.0,Y,11,3,80,3,0.0,6,2.0,0,0,0,21-30
51,No,Travel_Rarely,Sales,26,4,Marketing,1,1.0,Female,3,4,Manager,3.0,Married,16307,2.0,Y,14,3,80,1,29.0,2,2.0,20,4,17,51-60
44,No,Travel_Rarely,Research & Development,4,3,Medical,1,4.0,Male,3,2,Healthcare Representative,2.0,Single,5933,9.0,Y,12,3,80,0,10.0,2,2.0,5,2,3,41-50
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,1.0,Male,4,1,Research Scientist,1.0,Single,3424,7.0,Y,13,3,80,0,6.0,3,2.0,4,0,1,21-30
33,No,Travel_Rarely,Sales,1,3,Medical,1,1.0,Male,4,2,Sales Executive,1.0,Divorced,4037,1.0,Y,22,4,80,1,9.0,5,3.0,9,0,8,31-40
35,No,Travel_Rarely,Research & Development,27,1,Medical,1,3.0,Female,2,1,Research Scientist,1.0,Single,2559,1.0,Y,11,3,80,0,6.0,3,2.0,6,1,1,31-40
36,No,Travel_Rarely,Sales,1,2,Life Sciences,1,2.0,Male,3,2,Sales Executive,4.0,Married,6201,1.0,Y,14,3,80,1,18.0,1,2.0,18,4,11,31-40
32,No,Travel_Rarely,Sales,13,4,Life Sciences,1,2.0,Male,3,2,Sales Executive,4.0,Divorced,4403,2.0,Y,11,3,80,1,8.0,3,2.0,5,0,3,31-40
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,2.0,Male,2,1,Research Scientist,4.0,Divorced,3761,9.0,Y,12,3,80,1,10.0,3,2.0,5,0,3,21-30
53,No,Travel_Rarely,Sales,7,2,Marketing,1,1.0,Female,2,3,Sales Executive,4.0,Married,10934,7.0,Y,18,3,80,1,35.0,3,3.0,5,0,4,51-60
45,No,Travel_Rarely,Sales,9,3,Marketing,1,4.0,Male,3,3,Sales Executive,1.0,Divorced,10761,4.0,Y,12,3,80,1,18.0,2,3.0,5,0,2,41-50
32,No,Travel_Rarely,Research & Development,8,2,Medical,1,3.0,Female,4,2,Research Scientist,3.0,Married,5175,5.0,Y,12,3,80,1,9.0,3,2.0,5,1,3,31-40
52,No,Travel_Frequently,Research & Development,25,4,Medical,1,3.0,Female,2,4,Manufacturing Director,4.0,Married,13826,3.0,Y,22,4,80,0,31.0,3,3.0,9,0,0,51-60
37,No,Travel_Rarely,Sales,16,4,Marketing,1,4.0,Male,2,2,Sales Executive,3.0,Divorced,6334,4.0,Y,19,3,80,2,9.0,2,3.0,1,0,0,31-40
28,No,Travel_Rarely,Human Resources,8,2,Medical,1,2.0,Male,2,1,Human Resources,4.0,Divorced,4936,1.0,Y,13,3,80,1,6.0,6,3.0,5,0,4,21-30
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4.0,Male,2,2,Manufacturing Director,4.0,Married,4775,6.0,Y,22,4,80,2,4.0,2,1.0,2,2,2,21-30
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1.0,Male,4,1,Laboratory Technician,4.0,Married,2818,2.0,Y,24,4,80,1,10.0,2,2.0,3,0,2,41-50
42,No,Travel_Frequently,Research & Development,2,1,Medical,1,2.0,Male,3,1,Research Scientist,4.0,Single,2515,5.0,Y,14,3,80,0,8.0,2,3.0,2,2,2,41-50
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,1.0,Male,2,1,Human Resources,1.0,Married,2342,0.0,Y,21,4,80,0,6.0,3,3.0,5,0,3,31-40
25,No,Travel_Rarely,Sales,3,1,Other,1,3.0,Male,3,2,Sales Executive,1.0,Married,4194,1.0,Y,18,3,80,0,5.0,3,3.0,5,0,3,21-30
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,4.0,Female,2,3,Manufacturing Director,3.0,Married,10685,1.0,Y,20,4,80,1,17.0,2,3.0,17,5,15,31-40
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,1,4.0,Female,3,1,Research Scientist,2.0,Divorced,2022,1.0,Y,19,3,80,1,10.0,3,2.0,10,7,8,31-40
32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,4.0,Male,3,1,Laboratory Technician,4.0,Divorced,2314,0.0,Y,12,3,80,1,4.0,2,3.0,3,0,2,31-40
25,No,Travel_Rarely,Sales,4,1,Marketing,1,3.0,Male,2,2,Sales Executive,1.0,Married,4256,1.0,Y,12,3,80,0,5.0,1,4.0,5,0,3,21-30
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3.0,Female,3,1,Research Scientist,1.0,Married,3580,2.0,Y,16,3,80,1,7.0,2,3.0,4,0,2,41-50
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,1.0,Male,2,1,Laboratory Technician,4.0,Married,3162,0.0,Y,17,3,80,0,6.0,2,2.0,5,3,4,21-30
32,No,Travel_Frequently,Sales,5,2,Life Sciences,1,2.0,Male,3,2,Sales Executive,2.0,Married,6524,1.0,Y,14,3,80,1,10.0,3,3.0,10,5,3,31-40
38,No,Travel_Rarely,Sales,9,3,Marketing,1,2.0,Male,2,1,Sales Representative,2.0,Married,2899,0.0,Y,19,3,80,1,3.0,3,3.0,2,1,2,31-40
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3.0,Female,4,2,Laboratory Technician,4.0,Married,5231,2.0,Y,13,3,80,1,17.0,1,2.0,5,1,3,41-50
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,4.0,Male,3,1,Research Scientist,4.0,Married,2356,3.0,Y,19,3,80,1,8.0,2,3.0,6,0,2,31-40
29,Yes,Travel_Rarely,Sales,1,3,Medical,1,2.0,Female,2,1,Sales Representative,3.0,Divorced,2800,6.0,Y,19,3,80,3,5.0,3,3.0,3,0,2,21-30
53,No,Travel_Rarely,Sales,8,3,Marketing,1,1.0,Male,3,4,Sales Executive,4.0,Married,11836,5.0,Y,14,3,80,1,28.0,3,3.0,2,2,2,51-60
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,1,4.0,Male,2,3,Manufacturing Director,2.0,Married,10903,3.0,Y,16,3,80,0,16.0,2,3.0,13,4,8,31-40
37,No,Travel_Frequently,Sales,21,2,Medical,1,3.0,Female,3,1,Sales Representative,4.0,Married,2973,5.0,Y,15,3,80,1,10.0,3,3.0,5,0,0,31-40
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,4.0,Female,3,4,Research Director,4.0,Single,14275,6.0,Y,18,3,80,0,33.0,0,3.0,12,3,8,51-60
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,4.0,Female,3,2,Healthcare Representative,4.0,Married,5562,4.0,Y,13,3,80,1,12.0,2,2.0,5,2,2,41-50
47,No,Travel_Rarely,Sales,2,2,Marketing,1,3.0,Female,3,2,Sales Executive,4.0,Married,4537,0.0,Y,22,4,80,1,8.0,2,3.0,7,7,7,41-50
37,No,Non-Travel,Sales,19,2,Medical,1,1.0,Male,3,3,Sales Executive,2.0,Single,7642,1.0,Y,13,3,80,0,10.0,2,3.0,10,0,9,31-40
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,1.0,Male,3,4,Manager,1.0,Divorced,17924,1.0,Y,11,3,80,1,31.0,3,3.0,31,14,7,41-50
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,4.0,Female,2,2,Human Resources,4.0,Married,5204,8.0,Y,11,3,80,2,13.0,2,3.0,5,0,4,31-40
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,1,4.0,Male,3,1,Human Resources,2.0,Divorced,2277,3.0,Y,11,3,80,1,7.0,4,4.0,4,0,3,31-40
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1.0,Male,3,1,Laboratory Technician,4.0,Single,2795,1.0,Y,24,4,80,0,1.0,2,1.0,1,0,1,31-40
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,1.0,Female,2,1,Laboratory Technician,4.0,Divorced,2532,6.0,Y,14,3,80,3,8.0,5,3.0,4,0,3,21-30
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,2.0,Male,3,1,Research Scientist,1.0,Married,2559,1.0,Y,13,3,80,0,8.0,0,3.0,8,7,1,41-50
28,No,Travel_Rarely,Sales,5,4,Medical,1,1.0,Male,3,2,Sales Executive,4.0,Single,4908,1.0,Y,14,3,80,0,4.0,3,3.0,4,0,2,21-30
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4.0,Male,2,1,Laboratory Technician,4.0,Divorced,2380,9.0,Y,14,3,80,1,3.0,3,2.0,1,0,0,51-60
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1.0,Female,3,2,Manufacturing Director,2.0,Divorced,4765,4.0,Y,21,4,80,1,4.0,2,4.0,1,0,0,41-50
20,Yes,Travel_Rarely,Sales,2,3,Medical,1,3.0,Female,2,1,Sales Representative,3.0,Single,2044,1.0,Y,13,3,80,0,2.0,3,2.0,2,0,2,10-20
21,Yes,Travel_Rarely,Research & Development,18,1,Other,1,4.0,Female,3,1,Research Scientist,4.0,Single,2693,1.0,Y,19,3,80,0,1.0,3,2.0,1,0,0,21-30
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,1,3.0,Male,3,2,Healthcare Representative,4.0,Married,6586,0.0,Y,17,3,80,1,17.0,2,2.0,16,4,11,31-40
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1,4.0,Female,2,1,Sales Representative,4.0,Single,3294,1.0,Y,18,3,80,0,3.0,3,2.0,3,1,2,41-50
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2.0,Female,3,2,Manufacturing Director,3.0,Married,4171,0.0,Y,19,3,80,1,4.0,3,4.0,3,0,2,21-30
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2.0,Female,1,1,Laboratory Technician,4.0,Divorced,2778,4.0,Y,13,3,80,1,10.0,1,2.0,7,1,0,41-50
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,3.0,Female,3,1,Research Scientist,3.0,Divorced,2377,5.0,Y,18,3,80,1,6.0,2,3.0,2,2,2,21-30
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,4.0,Male,3,1,Laboratory Technician,1.0,Married,2404,7.0,Y,21,4,80,0,8.0,2,1.0,2,2,2,31-40
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2.0,Female,3,1,Research Scientist,3.0,Single,2318,1.0,Y,19,3,80,0,1.0,2,3.0,1,0,0,21-30
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2.0,Male,3,1,Laboratory Technician,2.0,Divorced,2008,1.0,Y,14,3,80,2,1.0,3,3.0,1,1,0,31-40
42,No,Travel_Rarely,Sales,14,2,Medical,1,3.0,Female,2,2,Sales Executive,3.0,Single,6244,7.0,Y,17,3,80,0,10.0,6,3.0,5,0,3,41-50
33,No,Travel_Rarely,Research & Development,1,4,Other,1,3.0,Male,2,1,Research Scientist,1.0,Single,2799,3.0,Y,11,3,80,0,6.0,1,3.0,3,0,2,31-40
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3.0,Female,2,3,Healthcare Representative,2.0,Divorced,10552,2.0,Y,13,3,80,1,24.0,3,3.0,6,0,4,51-60
31,No,Travel_Rarely,Sales,7,4,Life Sciences,1,2.0,Male,2,1,Sales Representative,3.0,Married,2329,3.0,Y,15,3,80,0,13.0,2,4.0,7,5,2,31-40
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,1,4.0,Female,3,2,Healthcare Representative,4.0,Married,4014,1.0,Y,25,4,80,1,10.0,2,1.0,10,0,7,31-40
49,No,Travel_Rarely,Research & Development,8,2,Other,1,1.0,Female,3,3,Laboratory Technician,2.0,Married,7403,4.0,Y,11,3,80,1,29.0,3,2.0,26,1,7,41-50
48,No,Travel_Rarely,Research & Development,20,4,Medical,1,4.0,Male,3,1,Research Scientist,3.0,Married,2259,4.0,Y,17,3,80,2,13.0,2,2.0,0,0,0,41-50
31,No,Non-Travel,Sales,20,2,Marketing,1,4.0,Female,3,2,Sales Executive,3.0,Married,6932,1.0,Y,13,3,80,1,9.0,2,2.0,9,0,0,31-40
36,No,Travel_Rarely,Research & Development,7,4,Other,1,2.0,Male,3,1,Research Scientist,4.0,Single,4678,2.0,Y,18,3,80,0,8.0,6,3.0,6,0,1,31-40
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,4.0,Female,3,3,Research Director,1.0,Married,13582,1.0,Y,13,3,80,1,15.0,3,3.0,15,5,11,31-40
32,No,Non-Travel,Research & Development,1,3,Life Sciences,1,3.0,Female,2,1,Laboratory Technician,2.0,Married,2332,6.0,Y,20,4,80,0,5.0,3,3.0,3,0,2,31-40
25,Yes,Travel_Rarely,Sales,19,2,Marketing,1,3.0,Male,2,1,Sales Representative,2.0,Married,2413,1.0,Y,18,3,80,3,1.0,2,3.0,1,0,0,21-30
40,No,Travel_Rarely,Sales,10,4,Marketing,1,1.0,Male,2,3,Sales Executive,2.0,Divorced,9705,2.0,Y,12,3,80,1,11.0,2,2.0,1,0,0,31-40
26,No,Travel_Frequently,Sales,1,3,Medical,1,3.0,Male,2,2,Sales Executive,1.0,Single,4294,1.0,Y,12,3,80,0,7.0,2,3.0,7,0,7,21-30
41,No,Travel_Rarely,Research & Development,6,3,Medical,1,4.0,Male,3,1,Laboratory Technician,1.0,Single,4721,2.0,Y,13,3,80,0,20.0,3,3.0,18,2,17,41-50
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3.0,Male,3,1,Laboratory Technician,3.0,Single,2519,4.0,Y,21,4,80,0,16.0,6,3.0,11,3,9,31-40
19,Yes,Travel_Rarely,Sales,21,3,Other,1,4.0,Male,2,1,Sales Representative,2.0,Single,2121,1.0,Y,13,3,80,0,1.0,3,4.0,1,0,0,10-20
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1.0,Male,3,1,Laboratory Technician,1.0,Single,2973,1.0,Y,19,3,80,0,1.0,2,3.0,1,0,0,10-20
31,No,Travel_Rarely,Research & Development,12,3,Medical,1,4.0,Female,3,2,Healthcare Representative,4.0,Married,5855,0.0,Y,11,3,80,2,10.0,2,1.0,9,8,5,31-40
40,No,Travel_Frequently,Research & Development,9,4,Medical,1,4.0,Male,3,1,Research Scientist,2.0,Divorced,3617,8.0,Y,14,3,80,1,3.0,2,3.0,1,0,0,31-40
32,No,Travel_Rarely,Research & Development,3,4,Medical,1,3.0,Female,3,2,Manufacturing Director,1.0,Married,6725,1.0,Y,12,3,80,1,8.0,2,4.0,8,6,3,31-40
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,1,3.0,Male,2,3,Sales Executive,4.0,Married,10325,1.0,Y,11,3,80,1,16.0,6,3.0,16,3,7,31-40
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2.0,Female,2,2,Healthcare Representative,4.0,Single,6949,0.0,Y,14,3,80,0,6.0,3,3.0,5,1,4,31-40
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,1.0,Male,2,3,Sales Executive,3.0,Married,10609,5.0,Y,11,3,80,0,17.0,2,1.0,14,11,7,31-40
45,No,Non-Travel,Research & Development,4,2,Life Sciences,1,3.0,Male,3,2,Laboratory Technician,2.0,Married,4447,1.0,Y,12,3,80,0,9.0,5,2.0,9,0,8,41-50
29,No,Travel_Frequently,Sales,20,3,Technical Degree,1,3.0,Female,3,1,Sales Representative,4.0,Married,2157,1.0,Y,15,3,80,1,3.0,5,3.0,3,0,2,21-30
35,No,Travel_Rarely,Sales,18,3,Medical,1,3.0,Female,3,2,Sales Executive,3.0,Married,4601,1.0,Y,16,3,80,0,5.0,3,3.0,5,1,0,31-40
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4.0,Male,3,4,Manager,4.0,Married,17099,2.0,Y,15,3,80,1,26.0,2,2.0,9,7,8,51-60
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,1,4.0,Male,3,1,Research Scientist,3.0,Single,2479,4.0,Y,24,4,80,0,7.0,4,3.0,1,0,0,51-60
53,No,Travel_Rarely,Sales,2,2,Medical,1,3.0,Male,3,4,Manager,3.0,Divorced,14852,6.0,Y,13,3,80,1,22.0,3,4.0,17,15,2,51-60
30,No,Travel_Rarely,Sales,8,2,Other,1,3.0,Male,3,3,Sales Executive,3.0,Divorced,7264,5.0,Y,11,3,80,1,10.0,2,4.0,8,7,7,21-30
38,No,Non-Travel,Sales,10,3,Technical Degree,1,3.0,Female,3,2,Sales Executive,4.0,Single,5666,1.0,Y,13,3,80,0,6.0,1,3.0,5,1,3,31-40
35,No,Travel_Rarely,Sales,3,4,Life Sciences,1,4.0,Male,3,3,Sales Executive,4.0,Divorced,7823,6.0,Y,13,3,80,1,12.0,2,3.0,10,0,8,31-40
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1.0,Male,4,3,Sales Executive,3.0,Single,7880,0.0,Y,18,3,80,0,9.0,3,3.0,8,0,7,31-40
40,Yes,Non-Travel,Sales,24,3,Life Sciences,1,2.0,Female,4,4,Sales Executive,2.0,Single,13194,4.0,Y,16,3,80,0,22.0,2,2.0,1,0,0,31-40
47,No,Travel_Frequently,Research & Development,16,4,Medical,1,3.0,Male,4,2,Manufacturing Director,3.0,Divorced,5067,1.0,Y,19,3,80,0,20.0,3,4.0,19,2,7,41-50
36,No,Non-Travel,Sales,8,4,Technical Degree,1,1.0,Male,3,2,Sales Executive,4.0,Divorced,5079,4.0,Y,13,3,80,2,12.0,3,3.0,7,0,7,31-40
